pair_id,case_id,source_line_no,function_id_a,function_id_b,label,graphcodebert_prediction,llm_bcb_style_prediction,error_type,confidence,failure_category,normalized_category,recommended_route,static_solvability,dynamic_solvability,execution_priority,method_name_a,method_name_b,token_jaccard,strict_clone,bcb_style_clone
36,77,77,15799935,22114133,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,saveAttachmentBody,actionPerformed,0.04955,no,no
37,78,78,2221297,10540676,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getURLContent,checkForUpgrade,0.130178,no,no
38,86,86,14617444,324679,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readUNI,import_hints,0.137931,no,no
39,89,89,14567939,8588992,0,1,0,FP,0.9,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,baseHash,perform,0.028249,no,no
40,90,90,7891509,22625683,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,PageLoader,downloadModel,0.122807,no,no
41,97,97,7846688,21016435,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,postData,getFullScreenUrl,0.23,no,no
42,99,99,7891509,16215393,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,PageLoader,importSequences,0.12069,no,no
43,100,100,16353490,293167,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,executePost,doVersionCheck,0.18,no,no
44,102,102,18544890,350482,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,get,doVersionCheck,0.227273,no,no
45,103,103,18891988,15409512,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getFile,main,0.111842,no,yes
46,105,105,16851955,10690321,0,1,0,FP,0.98,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,testTrainingBackprop,readData,0.027119,no,no
47,107,107,3024987,10690321,0,1,0,FP,0.9,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,testCopy_readerToOutputStream_Encoding,readData,0.035714,no,no
48,110,110,21488518,10690321,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,createNew,readData,0.055749,no,no
49,114,114,11562173,10690321,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,checkInputStream,readData,0.045113,no,no
50,117,117,7945594,19494842,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,fileDownload,callService,0.202703,no,yes
51,118,118,1169642,17901739,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,setMembers,0.183206,no,no
52,120,120,7143591,22625683,0,1,0,FP,0.9,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getWebByUrl,downloadModel,0.13,no,no
53,121,121,7396682,22114133,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,copy,actionPerformed,0.087379,no,no
54,128,128,14617444,1005107,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readUNI,googleImageSearch,0.164948,no,no
55,129,129,13207437,22625683,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,sendRequestObjectResponse,downloadModel,0.110497,no,no
56,131,131,3584508,659316,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,main,0.162791,no,yes
57,132,132,6988216,14819747,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,testSimpleQuery,main,0.068966,no,no
58,133,133,7118860,1985677,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getEncoding,SRWGuiClient,0.084158,no,no
59,135,135,810342,1005108,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doVersionCheck,googleImageSearch,0.172414,no,no
60,139,139,810342,1169642,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doVersionCheck,run,0.203252,no,no
61,140,140,9371421,8588992,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,eventHash,perform,0.05848,no,no
62,144,144,5543349,18097962,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,loadMFileViaWeb,getVersion,0.231884,no,no
63,145,145,6457199,10690321,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,doRequest,readData,0.077739,no,no
64,146,146,19494842,22503685,1,0,1,FN,0.9,lexical_or_api_overlap,lexical_or_api_overlap,api_abstraction_plus_selective_dynamic,partially_solvable,medium,medium,callService,readGeoParserResult,0.122581,no,yes
65,147,147,17901739,12724876,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,setMembers,loadURL,0.169643,no,no
66,151,151,17296916,10690321,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,logging,readData,0.056667,no,no
67,154,154,8983517,7118860,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getUser,getEncoding,0.160494,no,no
68,155,155,20623709,10690321,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,low,split,readData,0.071633,no,no
69,157,157,22418839,8973505,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handleHandshake,writeFileType,0.151079,no,no
70,160,160,20210699,10540676,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getTicketsForQueue,checkForUpgrade,0.097872,no,no
71,170,170,19307120,2221297,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,sendPost,getURLContent,0.268657,no,no
72,172,172,14819747,13362846,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,setContenu,0.058036,no,no
73,175,175,22401746,22625683,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,sendRequest,downloadModel,0.110345,no,no
74,177,177,10690321,9109613,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,readData,fileCopy,0.088435,no,no
75,178,178,13439950,22418839,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readRemoteFile,handleHandshake,0.206186,no,no
76,179,179,8778962,22114133,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,decodeFileToFile,actionPerformed,0.10101,no,no
77,186,186,701029,1005107,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,loadSourceCode,googleImageSearch,0.156863,no,no
78,191,191,22114133,7908169,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,actionPerformed,execute,0.04,no,no
79,194,194,17202158,20519261,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readZoneIDs,readReferenceText,0.205882,no,no
80,195,195,18544890,14038176,0,1,0,FP,0.9,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,get,fetchUrl,0.26087,no,no
81,197,197,22114133,17729554,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,actionPerformed,clonarFichero,0.060606,no,no
82,200,200,20028790,10540676,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,setBundleInfoName,checkForUpgrade,0.119318,no,no
83,202,202,6299111,21016435,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,retrieveQ,getFullScreenUrl,0.228261,no,no
84,203,203,17202158,12039034,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readZoneIDs,importRoles,0.307692,no,no
85,204,204,14688886,16215393,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,populateResources,importSequences,0.159664,no,no
86,207,207,18097962,8665321,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getVersion,getNetworkServersIPs,0.271186,no,no
87,208,208,20519261,12171364,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readReferenceText,getFrameworkFactory,0.188235,no,no
88,209,209,22114133,7425022,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,actionPerformed,transferWSDL,0.106719,no,no
89,212,212,8983517,2465747,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getUser,postRequest,0.230769,no,no
90,213,213,18793482,13891080,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,modifyApplicationMessage,copyFile,0.071429,no,yes
91,215,215,17580775,20073619,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,runInternal,getPagina,0.078534,no,yes
92,216,216,21491791,10690321,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,run,readData,0.062284,no,no
93,219,219,6558022,10212189,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,CheckUrl,getXML,0.318182,no,yes
94,220,220,5836744,10212189,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,read,getXML,0.229167,no,yes
95,221,221,21998571,293167,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readTwitterFead,doVersionCheck,0.183673,no,no
96,222,222,4562786,1005108,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,GetResponse,googleImageSearch,0.17,no,no
97,224,224,14819747,2668634,0,1,0,FP,0.95,long_range_semantics,long_range_semantics,static_summary_plus_selective_dynamic,partially_solvable,medium,medium,main,WebmillDeploy,0.12549,no,no
98,228,228,11546108,12171364,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,getFrameworkFactory,0.168421,no,no
99,232,232,7044153,7143591,1,0,1,FN,0.9,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,sendExceptionToServer,getWebByUrl,0.225,no,yes
100,233,233,2521141,14819747,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,copy,main,0.13198,no,no
101,234,234,17202158,10547671,0,1,0,FP,0.95,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,readZoneIDs,retrieveTemplate,0.282609,no,no
102,237,237,3409084,14038176,0,1,0,FP,0.9,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getRequestContent,fetchUrl,0.282051,no,no
103,239,239,1005108,22442270,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,googleImageSearch,handledRun,0.136054,no,no
104,242,242,20568568,16353490,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,createHTML,executePost,0.115607,no,no
105,243,243,20855053,1005108,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,init,googleImageSearch,0.139344,no,no
106,244,244,20855053,1985677,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,init,SRWGuiClient,0.096154,no,no
107,245,245,22418839,2465747,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,handleHandshake,postRequest,0.17757,no,no
108,252,252,10690321,88047,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,readData,readAndRewrite,0.03268,no,no
109,253,253,20247400,3584508,1,0,1,FN,0.95,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,main,copyResource,0.2,no,yes
110,254,254,2396191,12678045,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,addQDInformation,0.178571,no,no
111,257,257,3401153,12197169,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,read,0.24359,no,yes
112,258,258,8665321,12724876,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getNetworkServersIPs,loadURL,0.182796,no,no
113,259,259,1169642,1985677,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,run,SRWGuiClient,0.12766,no,no
114,260,260,4599372,22114133,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readFixString,actionPerformed,0.069149,no,no
115,265,265,18544890,12171364,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,get,getFrameworkFactory,0.150538,no,no
116,267,267,3409084,12171364,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getRequestContent,getFrameworkFactory,0.186441,no,no
117,269,269,19549577,1005108,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,callApiPost,googleImageSearch,0.110236,no,no
118,271,271,7166270,1005108,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,issueCommandToServer,googleImageSearch,0.097561,no,no
119,273,273,7846688,160705,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,postData,downloadFile,0.181818,no,no
120,275,275,12171364,19276022,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,low,getFrameworkFactory,parse,0.128205,no,no
121,278,278,3401153,6301863,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,getHTML,doRawRequest,0.298507,no,yes
122,282,282,21821404,18097962,0,1,0,FP,0.9,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,getWebPage,getVersion,0.144444,no,no
123,283,283,14819747,6421904,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,addRecord,0.099057,no,no
124,285,285,21063400,10690321,0,1,0,FP,0.95,library_context_missing,library_context_missing,context_recovery_then_dynamic,not_reliably_solvable_static,low,low,doImageProcess,readData,0.055556,no,no
125,286,286,8983517,324679,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getUser,import_hints,0.204545,no,no
126,293,293,442381,17202158,0,1,0,FP,0.9,partial_functionality,partial_functionality,hybrid_review,partially_solvable,medium,medium,doVersionCheck,readZoneIDs,0.21875,no,no
127,295,295,11475527,1005108,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,addDataFromURL,googleImageSearch,0.15625,no,no
128,296,296,14194234,11082670,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,File2String,lookupFutureEvents,0.158273,no,yes
129,298,298,8588992,7761195,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,perform,encrypt,0.068966,no,no
130,300,300,22844377,12171364,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,scrapeForIsbns,getFrameworkFactory,0.168317,no,no
131,301,301,2396191,14617444,0,1,0,FP,0.9,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,readUNI,0.11,no,no
132,304,304,21821404,1005108,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getWebPage,googleImageSearch,0.094891,no,no
133,307,307,3584508,17999474,1,0,1,FN,0.85,partial_functionality,partial_functionality,subfunction_dynamic_plus_preference,not_reliably_solvable_static,medium,medium,copyResource,getZipAsFile,0.096774,no,yes
134,308,308,7891509,14617444,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,PageLoader,readUNI,0.1875,no,no
135,311,311,701029,16215393,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,loadSourceCode,importSequences,0.213333,no,no
136,312,312,14819747,18696387,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,main,Converter,0.099448,no,no
137,313,313,8588992,7948308,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,perform,getRandomGUID,0.078534,no,no
138,314,314,2396191,13207437,0,1,0,FP,0.95,lexical_or_api_overlap,lexical_or_api_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getLinksFromURLFast,sendRequestObjectResponse,0.091346,no,no
139,317,317,14617444,471804,0,1,0,FP,0.9,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,readUNI,doVersionCheck,0.24,no,no
140,318,318,160739,22114133,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,createOutputStream,actionPerformed,0.073733,no,no
141,319,319,6301863,12171364,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,doRawRequest,getFrameworkFactory,0.169014,no,no
142,321,321,20210699,614099,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,getTicketsForQueue,doVersionCheck,0.123188,no,no
143,323,323,8132219,14819747,0,1,0,FP,0.95,boilerplate_overlap,boilerplate_overlap,dynamic_rejection_oracle,solvable_by_better_static,high,high,copyFile,main,0.093567,no,no
